topic_id	topic_title	basesubtopic_title	basesubtopic_id
17763	Fractions - name and identify	Use collection of objects to name and identify fractions (2,3,4,5,6,8,10)	2945
17763	Fractions - name and identify	Identify parts of and types of fractions	138
17763	Fractions - name and identify	Name and identify fractions - mixed set 2933, 2937, 2941, 2945	5705
17765	Fractions - order and compare	Order and count with fractions (2,3,4,5)	2966
17765	Fractions - order and compare	Order and count with fractions (2,3,4,5,6,8,10)	2969
17765	Fractions - order and compare	Order unit fractions with denominators less than 10	2292
17765	Fractions - order and compare	Order non-unit fractions with denominators less than 20	2970
17765	Fractions - order and compare	Order fractions - mixed set 2292, 2970	5706
17765	Fractions - order and compare	Order fractions by approximating their size to benchmarks 0,1/2 and 1	983
17765	Fractions - order and compare	Order fractions	355
17765	Fractions - order and compare	Order fractions - mixed set 983, 355	5707
17765	Fractions - order and compare	Compare the size of fractions with the same denominator using models (2,3,4,5)	2946
17765	Fractions - order and compare	Compare the size of fractions with the same denominator using models (2,3,4,5,6,8,10)	2949
17765	Fractions - order and compare	Compare the size of fractions using number lines (2,3,4,5)	2951
17765	Fractions - order and compare	Compare the size of fractions using number lines (2,3,4,5,6,8,10)	2954
17765	Fractions - order and compare	Relate the size of fractions to 1/2, 0 or 1	3683
17765	Fractions - order and compare	Compare and comment on the size of fractions by relating to benchmarks	2955
17765	Fractions - order and compare	Compare fractions with related denominators	2956
17765	Fractions - order and compare	Compare and order fractions - mixed set 2955, 2956, 355	3201
17765	Fractions - order and compare	Name, identify, order and compare - mixed set  5704, 3201	5710
17765	Fractions - order and compare	TBD - Compare the size of like fractions using models (2,3,4,5,6,8,10)	2950
17767	Fractions - name, identify, compare mixed numbers	Name, identify and compare mixed numbers (2,3,4,5,6,8,10)	2973
17767	Fractions - name, identify, compare mixed numbers	Convert between mixed numbers and improper fractions using a model	4964
17767	Fractions - name, identify, compare mixed numbers	Convert between mixed numbers and improper fractions	12866
17768	Fractions - equivalence and simplification	Find and state equivalent fractions (2,3,4,5,6,8,10)	2965
17768	Fractions - equivalence and simplification	Find and state equivalent fractions to whole number values	5711
17768	Fractions - equivalence and simplification	Compare two fractions by using equivalent fractions (2,3,4,5,6,8,10)	2964
17768	Fractions - equivalence and simplification	Convert between tenths and hundredths	2976
17768	Fractions - equivalence and simplification	Find equivalent fractions within families of fractions	978
17768	Fractions - equivalence and simplification	Find equivalent fractions	255
17768	Fractions - equivalence and simplification	Find equivalent fractions with unrelated fractions	3200
17768	Fractions - equivalence and simplification	Simplify fractions	233
17768	Fractions - equivalence and simplification	Simplify fractions with denominators <100	4453
17768	Fractions - equivalence and simplification	Find equivalent fractions and simplify fractions - mixed set of 3200, 233, 4453 and 30% unique	4454
17768	Fractions - equivalence and simplification	Work with negatives and fractions involving simplification, ordering and size	1024
17769	Fractions - add/sub	Add fraction expressions involving tenths and hundredths	2978
17769	Fractions - add/sub	Add and subtract unit fractions (denominators <12)	2982
17769	Fractions - add/sub	Add and subtract fractions with same denominator (denominators <12)	2293
17769	Fractions - add/sub	Add and subtract fractions using number lines (2,3,4,5,6,8,10,12)	2984
17769	Fractions - add/sub	Add and subtract fractions using models (2,3,4,5,6,8,10,12)	2985
17769	Fractions - add/sub	Add and subtract fractions with models - mixed set 2984, 2985	5712
17769	Fractions - add/sub	Add and subtract mixed numbers using number lines (2,3,4,6,8,10,12)	2986
17769	Fractions - add/sub	Add and subtract mixed numbers using models (2,3,4,6,8,10,12)	2987
17769	Fractions - add/sub	Add and subtract fractions using easily relatable denominators	981
17769	Fractions - add/sub	Compare the size of two statements involving fraction add or sub with same denominators	2990
17769	Fractions - add/sub	Compare the size of two statements involving fraction add/sub with relatable denominators	2991
17769	Fractions - add/sub	Identify lowest common denominators of fractions	3906
17769	Fractions - add/sub	Add and subtract fractions, denominators <20	390
17769	Fractions - add/sub	Add and subtract fractions with denominators >20	1025
17769	Fractions - add/sub	Add and subtract mixed numbers (2,3,4,5,6,8,10,12)	2989
17769	Fractions - add/sub	Add and subtract mixed numbers with denominators <20	956
17769	Fractions - add/sub	Add and subtract like fractions involving negatives	564
17769	Fractions - add/sub	Add and subtract unlike fractions involving negatives	3913
17769	Fractions - add/sub	Add and subtract improper fractions involving negatives	3914
17769	Fractions - add/sub	Add and subtract mixed numbers involving negatives	3915
17769	Fractions - add/sub	Add and subtract further fractions	5713
17769	Fractions - add/sub	Check reasonableness of a fraction sum using benchmarks 0,1,Â½	3242
17769	Fractions - add/sub	Check reasonableness of a fraction sum using benchmarks 0,1,Â½, Â¼, 3/4	3897
17769	Fractions - add/sub	Write number sentences for contextual problems with fractions (2,3,4,5,6,8,10,12,100)	2980
17769	Fractions - add/sub	Write number sentences for contextual problems with fractions (denominators <20)	2981
17769	Fractions - add/sub	Solve contextual problems - add/sub fractions with like denominators (2,3,4,5,6,8,10,12,100)	4535
17769	Fractions - add/sub	Solve contextual problems adding and subtracting fractions with unlike denominators	4531
17769	Fractions - add/sub	Solve contextual problems involving addition and subtraction	4530
17769	Fractions - add/sub	Egyptian Fractions (Investigation) LIVE	3432
17769	Fractions - add/sub	Fraction Flowers (Investigation) LIVE	3301
17770	Fractions - fractions of a quantity	Find unit fraction of a quantity (denominators <20)	984
17770	Fractions - fractions of a quantity	Find simple non-unit fraction of a quantity (denominators <20)	2313
17770	Fractions - fractions of a quantity	Find fraction of a quantity - mixed set 984, 2313	5716
17770	Fractions - fractions of a quantity	Find fraction of a quantity	582
17770	Fractions - fractions of a quantity	Solve contextual problems involving fractions of a quantity (2,3,4,5,6,8,10,12,100)	4532
17770	Fractions - fractions of a quantity	Solve contextual problems involving fractions of a quantity	628
17770	Fractions - fractions of a quantity	Find fraction of a quantity (improper fractions or mixed numbers)	1026
17770	Fractions - fractions of a quantity	Find fraction of a quantity - mixed set 582, 628	5717
17770	Fractions - fractions of a quantity	Find fraction of a quantity - mixed set 582, 628, 1026	5718
17771	Fractions - mult/div	Size of Computation (Investigation)	3202
17771	Fractions - mult/div	Find multiples of unit fractions (A x 1/b) (2,3,4,5,6,8,10,12)	2992
17771	Fractions - mult/div	Find multiples of fractions (C x a/b) (2,3,4,5,6,8,10,12)	2993
17771	Fractions - mult/div	Connect fraction multiplication to finding the area of rectangle with fractional side lengths	5400
17771	Fractions - mult/div	Multiply two fractions together (2,3,4,5,6,8,10,12,100)	2996
17771	Fractions - mult/div	Multiply fractions with denominators <20	982
17771	Fractions - mult/div	Multiply fractions with any denominators	489
17771	Fractions - mult/div	Multiply fractions - mixed set 2992, 2993, 2996, 982	5719
17771	Fractions - mult/div	Solve contextual problems requiring fraction multiplication	4529
17771	Fractions - mult/div	Convert between fractions and division expressions	4533
17771	Fractions - mult/div	Solve division problems by converting to fractional form	4534
17771	Fractions - mult/div	Connect that fractions are a representation of division - mixed set 4533, 4534	5720
17771	Fractions - mult/div	Write the reciprocal of a fraction	3924
17771	Fractions - mult/div	Divide a whole number by a unit fraction	3275
17771	Fractions - mult/div	Divide unit fraction by a whole number	3276
17771	Fractions - mult/div	Divide a whole number by a non-unit fraction	3925
17771	Fractions - mult/div	Divide a non-unit fraction by a whole number	3926
17771	Fractions - mult/div	Divide two fractions with denominators <20	1023
17771	Fractions - mult/div	Divide further fractions	5721
17771	Fractions - mult/div	Divide fractions  - mixed set 3924, 3275, 3276, 3925, 3926, 1023	5722
17771	Fractions - mult/div	Divide fractions with any denominators - mixed set 3275, 3276, 3925, 3926, 1023, 5720	526
17771	Fractions - mult/div	Multiply and divide mixed numbers	3569
17771	Fractions - mult/div	Multiply and divide fractions - 2996, 982, 489, 3275, 3276, 3925, 3926, 1023, 5720, 3569	5723
17771	Fractions - mult/div	Multiply and divide fractions involving negatives	565
17771	Fractions - mult/div	Multiply and divide mixed numbers involving negatives	3927
17771	Fractions - mult/div	Multiply and divide fractions involving negatives - mixed set 565, 3927	5724
17771	Fractions - mult/div	Multiply and divide fractions - mixed set 982, 489, 1023, 5720, 3569, 565, 3927	1777
17771	Fractions - mult/div	Fractions and Recipes (Investigation) LIVE	3308
17772	Fractions - mixed operations	Add, subtract and find fraction quantities - mixed set 2984, 2985, 981, 984, 2313	1021
17772	Fractions - mixed operations	Add, subtract, multiply and divide mixed numbers - mixed set 2986, 2987, 2989, 956, 3569, 3927	1817
17772	Fractions - mixed operations	Evaluate expressions involving multiple operations with fractions (3 fractions, 2 operations)	1016
17772	Fractions - mixed operations	Evaluate expressions inv multiple operations with fractions (3/4 terms, use of grouping symbols)	563
17772	Fractions - mixed operations	Evaluate expressions involving multiple operations with negative fractions	1383
17772	Fractions - mixed operations	Evaluate expressions involving multiple operations - mixed set 563, 1383	5725
17772	Fractions - mixed operations	Use a calculator for fraction calculations and simplification	1442
17772	Fractions - mixed operations	Solve further contextual problems involving fractions	3285
17775	Decimals - name and identify	What is a decimal (Investigation)	5735
17775	Decimals - name and identify	Visualise decimals (Investigation)	5736
17775	Decimals - name and identify	Read and write decimal numbers that include tenths or hundredths using words and symbols	2801
17775	Decimals - name and identify	Read and write decimal numbers that include thousandths using words and symbols	2803
17775	Decimals - name and identify	Read and write numbers with decimals involving expanded form	100
17775	Decimals - name and identify	Partition decimal numbers that include tenths or hundredths	3235
17775	Decimals - name and identify	Partition decimal numbers that include thousandths	2814
